measurement_id,trial_id,strategy,liquid,volume_target_ml,volume_target_ul,volume_measured_ml,volume_measured_ul,duration_s,timestamp,replicate_id,deviation_individual_pct,calibration_overaspirate_vol,hardware_parameters_aspirate_speed,hardware_parameters_dispense_speed,hardware_parameters_aspirate_wait_time,hardware_parameters_dispense_wait_time,hardware_parameters_retract_speed,hardware_parameters_blowout_vol,hardware_parameters_post_asp_air_vol,metadata_replicate,metadata_volume,metadata_elapsed_s,metadata_start_time,metadata_end_time,metadata_target_volume_mL,metadata_measured_volume_uL,metadata_target_volume_uL,metadata_aspirate_speed,metadata_dispense_speed,metadata_aspirate_wait_time,metadata_dispense_wait_time,metadata_retract_speed,metadata_blowout_vol,metadata_post_asp_air_vol,metadata_overaspirate_vol
measurement_1763749248499068_1,trial_1,screening,water,0.05,50.0,0.045558378576907706,45.55837857690771,26.200120700057596,1763749248.4990685,1,8.883242846184594,0.005132929980754852,16,14,0.9100431799888611,0.26149865984916687,14.323761224746704,0.03655060231685638,0.020392718911170962,1,0.045558378576907706,26.200120700057596,2025-11-21T13:20:22.299839,2025-11-21T13:20:48.499068,0.05,45.55837857690771,50.0,20,15,2.0,1.0,5.0,0.02,0.01,0.005132929980754852
measurement_1763749270701726_1,trial_1,screening,water,0.05,50.0,0.04517073685942712,45.17073685942712,22.199392599985003,1763749270.7017267,1,9.65852628114576,0.005132929980754852,16,14,0.9100431799888611,0.26149865984916687,14.323761224746704,0.03655060231685638,0.020392718911170962,1,0.04517073685942712,22.199392599985003,2025-11-21T13:20:48.499068,2025-11-21T13:21:10.701514,0.05,45.17073685942712,50.0,20,15,2.0,1.0,5.0,0.02,0.01,0.005132929980754852
measurement_1763749292295128_1,trial_1,screening,water,0.05,50.0,0.04424476494718761,44.24476494718761,21.592225400032476,1763749292.295128,1,11.510470105624782,0.005132929980754852,16,14,0.9100431799888611,0.26149865984916687,14.323761224746704,0.03655060231685638,0.020392718911170962,1,0.04424476494718761,21.592225400032476,2025-11-21T13:21:10.702757,2025-11-21T13:21:32.294913,0.05,44.24476494718761,50.0,20,15,2.0,1.0,5.0,0.02,0.01,0.005132929980754852
measurement_1763749315503907_1,trial_2,screening,water,0.05,50.0,0.044083704510765376,44.08370451076537,23.196729699964635,1763749315.5039077,1,11.832590978469254,0.003289668986108154,11,10,1.2166957687586546,1.5025681629776955,5.057724988088012,0.18795699384063483,0.07706798538565636,1,0.044083704510765376,23.196729699964635,2025-11-21T13:21:32.307013,2025-11-21T13:21:55.503710,0.05,44.08370451076537,50.0,20,15,2.0,1.0,5.0,0.02,0.01,0.003289668986108154
measurement_1763749337496551_1,trial_3,screening,water,0.05,50.0,0.04103315671705208,41.03315671705208,21.980090799974278,1763749337.4965518,1,17.933686565895847,0.0009555800934322178,19,17,0.0036186370998620987,1.4066540338099003,1.8598279654979706,0.05513205546885729,0.052993999607861046,1,0.04103315671705208,21.980090799974278,2025-11-21T13:21:55.515984,2025-11-21T13:22:17.495498,0.05,41.03315671705208,50.0,20,15,2.0,1.0,5.0,0.02,0.01,0.0009555800934322178
measurement_1763749356688352_1,trial_4,screening,water,0.05,50.0,0.04819565413036934,48.19565413036934,19.18125520006288,1763749356.6883528,1,3.60869173926133,0.007496376349590718,8,5,1.8727559987455606,0.6650948170572519,10.961748152971268,0.11937548741698266,0.046420203149318696,1,0.04819565413036934,19.18125520006288,2025-11-21T13:22:17.509087,2025-11-21T13:22:36.688352,0.05,48.19565413036934,50.0,20,15,2.0,1.0,5.0,0.02,0.01,0.007496376349590718
measurement_1763749378882043_1,trial_4,screening,water,0.05,50.0,0.046766177570946296,46.7661775709463,22.19981210003607,1763749378.8820434,1,6.467644858107413,0.007496376349590718,8,5,1.8727559987455606,0.6650948170572519,10.961748152971268,0.11937548741698266,0.046420203149318696,1,0.046766177570946296,22.19981210003607,2025-11-21T13:22:36.688352,2025-11-21T13:22:58.882043,0.05,46.7661775709463,50.0,20,15,2.0,1.0,5.0,0.02,0.01,0.007496376349590718
measurement_1763749400692316_1,trial_4,screening,water,0.05,50.0,0.04733276675549967,47.33276675549967,21.79957909998484,1763749400.692316,1,5.334466489000669,0.007496376349590718,8,5,1.8727559987455606,0.6650948170572519,10.961748152971268,0.11937548741698266,0.046420203149318696,1,0.04733276675549967,21.79957909998484,2025-11-21T13:22:58.882043,2025-11-21T13:23:20.692316,0.05,47.33276675549967,50.0,20,15,2.0,1.0,5.0,0.02,0.01,0.007496376349590718
measurement_1763749422489108_1,trial_5,screening,water,0.05,50.0,0.04702525753763717,47.025257537637174,21.789349500089884,1763749422.4891083,1,5.949484924725662,0.006057524154894054,17,11,1.6443808116018772,0.9889514353126287,11.954907761886716,0.08586102034896613,0.06974538145586849,1,0.04702525753763717,21.789349500089884,2025-11-21T13:23:20.704041,2025-11-21T13:23:42.489108,0.05,47.025257537637174,50.0,20,15,2.0,1.0,5.0,0.02,0.01,0.006057524154894054
measurement_1763749445091874_1,trial_5,screening,water,0.05,50.0,0.046981916599369594,46.9819165993696,22.599483800004236,1763749445.0918746,1,6.036166801260817,0.006057524154894054,17,11,1.6443808116018772,0.9889514353126287,11.954907761886716,0.08586102034896613,0.06974538145586849,1,0.046981916599369594,22.599483800004236,2025-11-21T13:23:42.489108,2025-11-21T13:24:05.091874,0.05,46.9819165993696,50.0,20,15,2.0,1.0,5.0,0.02,0.01,0.006057524154894054
measurement_1763749467103374_1,trial_5,screening,water,0.05,50.0,0.04561256126468711,45.61256126468711,22.007317200070247,1763749467.1033745,1,8.774877470625789,0.006057524154894054,17,11,1.6443808116018772,0.9889514353126287,11.954907761886716,0.08586102034896613,0.06974538145586849,1,0.04561256126468711,22.007317200070247,2025-11-21T13:24:05.091874,2025-11-21T13:24:27.103032,0.05,45.61256126468711,50.0,20,15,2.0,1.0,5.0,0.02,0.01,0.006057524154894054
measurement_1763749487889121_1,trial_6,calibration,water,0.05,50.0,0.04705865919410293,47.05865919410293,20.790958199999295,1763749487.8891218,1,5.882681611794144,0.007496376349590718,8,5,1.8727559987455606,0.6650948170572519,10.961748152971268,0.11937548741698266,0.046420203149318696,1,0.04705865919410293,20.790958199999295,2025-11-21T13:24:27.105804,2025-11-21T13:24:47.889121,0.05,47.05865919410293,50.0,20,15,2.0,1.0,5.0,0.02,0.01,0.007496376349590718
measurement_1763749510497638_1,trial_7,calibration,water,0.05,50.0,0.051393643128886474,51.393643128886474,22.599157399963588,1763749510.497638,1,2.7872862577729416,0.01193771715548779,8,5,1.8727559987455606,0.6650948170572519,10.961748152971268,0.11937548741698266,0.046420203149318696,1,0.051393643128886474,22.599157399963588,2025-11-21T13:24:47.889121,2025-11-21T13:25:10.497638,0.05,51.393643128886474,50.0,20,15,2.0,1.0,5.0,0.02,0.01,0.01193771715548779
measurement_1763749539704738_1,trial_8,optimization,water,0.05,50.0,0.04810952597515182,48.10952597515182,20.914418799919076,1763749539.704738,1,3.7809480496963643,0.008581012392483246,10,5,2.0,0.8611735963446009,12.370788566781052,0.09387715233890781,0.06344314041623374,1,0.04810952597515182,20.914418799919076,2025-11-21T13:25:18.787625,2025-11-21T13:25:39.704550,0.05,48.10952597515182,50.0,20,15,2.0,1.0,5.0,0.02,0.01,0.008581012392483246
measurement_1763749562896881_1,trial_8,optimization,water,0.05,50.0,0.04894203533093474,48.942035330934736,23.191090999986045,1763749562.8968816,1,2.115929338130526,0.008581012392483246,10,5,2.0,0.8611735963446009,12.370788566781052,0.09387715233890781,0.06344314041623374,1,0.04894203533093474,23.191090999986045,2025-11-21T13:25:39.704737,2025-11-21T13:26:02.896881,0.05,48.942035330934736,50.0,20,15,2.0,1.0,5.0,0.02,0.01,0.008581012392483246
measurement_1763749584488781_1,trial_8,optimization,water,0.05,50.0,0.04876101421949409,48.761014219494086,21.59230319992639,1763749584.4887812,1,2.4779715610118296,0.008581012392483246,10,5,2.0,0.8611735963446009,12.370788566781052,0.09387715233890781,0.06344314041623374,1,0.04876101421949409,21.59230319992639,2025-11-21T13:26:02.897970,2025-11-21T13:26:24.488781,0.05,48.761014219494086,50.0,20,15,2.0,1.0,5.0,0.02,0.01,0.008581012392483246
measurement_1763749613105018_1,trial_9,optimization,water,0.05,50.0,0.04984532280284566,49.845322802845665,19.804161700070836,1763749613.1050186,1,0.3093543943086807,0.010840512638442087,13,7,1.8506858004966864,0.7297565859815737,11.719261323461268,0.12799315161723798,0.057406367242529524,1,0.04984532280284566,19.804161700070836,2025-11-21T13:26:33.292980,2025-11-21T13:26:53.105018,0.05,49.845322802845665,50.0,20,15,2.0,1.0,5.0,0.02,0.01,0.010840512638442087
measurement_1763749636496706_1,trial_9,optimization,water,0.05,50.0,0.051217397092890284,51.21739709289028,23.399452900048345,1763749636.496706,1,2.4347941857805617,0.010840512638442087,13,7,1.8506858004966864,0.7297565859815737,11.719261323461268,0.12799315161723798,0.057406367242529524,1,0.051217397092890284,23.399452900048345,2025-11-21T13:26:53.105018,2025-11-21T13:27:16.496706,0.05,51.21739709289028,50.0,20,15,2.0,1.0,5.0,0.02,0.01,0.010840512638442087
measurement_1763749657299732_1,trial_9,optimization,water,0.05,50.0,0.05087235313216173,50.87235313216173,20.79288980003912,1763749657.299732,1,1.7447062643234506,0.010840512638442087,13,7,1.8506858004966864,0.7297565859815737,11.719261323461268,0.12799315161723798,0.057406367242529524,1,0.05087235313216173,20.79288980003912,2025-11-21T13:27:16.496706,2025-11-21T13:27:37.299732,0.05,50.87235313216173,50.0,20,15,2.0,1.0,5.0,0.02,0.01,0.010840512638442087
measurement_1763749685690078_1,trial_10,optimization,water,0.05,50.0,0.0532271926643505,53.2271926643505,19.720464800018817,1763749685.6900783,1,6.45438532870099,0.01251426903195028,9,5,2.0,0.8814226685736588,10.621937078283064,0.13366493138805796,0.06385579280255901,1,0.0532271926643505,19.720464800018817,2025-11-21T13:27:45.964305,2025-11-21T13:28:05.690078,0.05,53.2271926643505,50.0,20,15,2.0,1.0,5.0,0.02,0.01,0.01251426903195028
measurement_1763749707299939_1,trial_10,optimization,water,0.05,50.0,0.051556513035262,51.556513035262,21.608165400102735,1763749707.2999396,1,3.1130260705239943,0.01251426903195028,9,5,2.0,0.8814226685736588,10.621937078283064,0.13366493138805796,0.06385579280255901,1,0.051556513035262,21.608165400102735,2025-11-21T13:28:05.690078,2025-11-21T13:28:27.299939,0.05,51.556513035262,50.0,20,15,2.0,1.0,5.0,0.02,0.01,0.01251426903195028
measurement_1763749728301524_1,trial_10,optimization,water,0.05,50.0,0.05350232155588434,53.502321555884336,20.99902770004701,1763749728.3015244,1,7.004643111768669,0.01251426903195028,9,5,2.0,0.8814226685736588,10.621937078283064,0.13366493138805796,0.06385579280255901,1,0.05350232155588434,20.99902770004701,2025-11-21T13:28:27.301848,2025-11-21T13:28:48.301293,0.05,53.502321555884336,50.0,20,15,2.0,1.0,5.0,0.02,0.01,0.01251426903195028
measurement_1763749758094509_1,trial_11,optimization,water,0.05,50.0,0.0507665231475082,50.7665231475082,20.66200040001422,1763749758.094509,1,1.5330462950163963,0.010153601931094618,15,6,1.9265432335730461,0.9067512805470627,10.228824742182422,0.14052901601010084,0.06784537525023156,1,0.0507665231475082,20.66200040001422,2025-11-21T13:28:57.431556,2025-11-21T13:29:18.094508,0.05,50.7665231475082,50.0,20,15,2.0,1.0,5.0,0.02,0.01,0.010153601931094618
measurement_1763749779693429_1,trial_11,optimization,water,0.05,50.0,0.05022872043708148,50.22872043708148,21.592358900001273,1763749779.6934297,1,0.45744087416295376,0.010153601931094618,15,6,1.9265432335730461,0.9067512805470627,10.228824742182422,0.14052901601010084,0.06784537525023156,1,0.05022872043708148,21.592358900001273,2025-11-21T13:29:18.094508,2025-11-21T13:29:39.692840,0.05,50.22872043708148,50.0,20,15,2.0,1.0,5.0,0.02,0.01,0.010153601931094618
measurement_1763749803294019_1,trial_11,optimization,water,0.05,50.0,0.05078116874437669,50.781168744376686,23.60690799995791,1763749803.294019,1,1.562337488753368,0.010153601931094618,15,6,1.9265432335730461,0.9067512805470627,10.228824742182422,0.14052901601010084,0.06784537525023156,1,0.05078116874437669,23.60690799995791,2025-11-21T13:29:39.694114,2025-11-21T13:30:03.294019,0.05,50.781168744376686,50.0,20,15,2.0,1.0,5.0,0.02,0.01,0.010153601931094618
measurement_1763749824493509_1,trial_12,calibration,water,0.025,25.0,0.029850084893956536,29.850084893956538,21.17235280002933,1763749824.493509,1,19.400339575826138,0.010153601931094618,15,6,1.9265432335730461,0.9067512805470627,10.228824742182422,0.14052901601010084,0.06784537525023156,1,0.029850084893956536,21.17235280002933,2025-11-21T13:30:03.322213,2025-11-21T13:30:24.493509,0.025,29.850084893956538,25.0,20,15,2.0,1.0,5.0,0.02,0.01,0.010153601931094618
measurement_1763749843896769_1,trial_13,calibration,water,0.025,25.0,0.024059365518806945,24.059365518806946,19.400708099943586,1763749843.8967693,1,3.7625379247722273,0.004553517037138083,15,6,1.9265432335730461,0.9067512805470627,10.228824742182422,0.14052901601010084,0.06784537525023156,1,0.024059365518806945,19.400708099943586,2025-11-21T13:30:24.493509,2025-11-21T13:30:43.896769,0.025,24.059365518806946,25.0,20,15,2.0,1.0,5.0,0.02,0.01,0.004553517037138083
measurement_1763749865903490_1,trial_14,inherited,water,0.025,25.0,0.0254441626225559,25.444162622555897,22.003651799983345,1763749865.90349,1,1.7766504902235885,0.005463185181560604,15,6,1.9265432335730461,0.9067512805470627,10.228824742182422,0.14052901601010084,0.06784537525023156,1,0.0254441626225559,22.003651799983345,2025-11-21T13:30:43.896769,2025-11-21T13:31:05.903490,0.025,25.444162622555897,25.0,20,15,2.0,1.0,5.0,0.02,0.01,0.005463185181560604
measurement_1763749886490958_1,trial_14,inherited,water,0.025,25.0,0.02511414234727753,25.11414234727753,20.58420800010208,1763749886.4909587,1,0.45656938911010914,0.005463185181560604,15,6,1.9265432335730461,0.9067512805470627,10.228824742182422,0.14052901601010084,0.06784537525023156,1,0.02511414234727753,20.58420800010208,2025-11-21T13:31:05.903490,2025-11-21T13:31:26.490958,0.025,25.11414234727753,25.0,20,15,2.0,1.0,5.0,0.02,0.01,0.005463185181560604
measurement_1763749905892779_1,trial_14,inherited,water,0.025,25.0,0.025786030218249323,25.786030218249323,19.400815399945714,1763749905.8927794,1,3.144120872997286,0.005463185181560604,15,6,1.9265432335730461,0.9067512805470627,10.228824742182422,0.14052901601010084,0.06784537525023156,1,0.025786030218249323,19.400815399945714,2025-11-21T13:31:26.490958,2025-11-21T13:31:45.892779,0.025,25.786030218249323,25.0,20,15,2.0,1.0,5.0,0.02,0.01,0.005463185181560604
measurement_1763749926494595_1,trial_15,calibration,water,0.01,10.0,0.018244333381658682,18.24433338165868,20.5944002000615,1763749926.494595,1,82.44333381658682,0.010153601931094618,15,6,1.9265432335730461,0.9067512805470627,10.228824742182422,0.14052901601010084,0.06784537525023156,1,0.018244333381658682,20.5944002000615,2025-11-21T13:31:45.900048,2025-11-21T13:32:06.494595,0.01,18.24433338165868,10.0,20,15,2.0,1.0,5.0,0.02,0.01,0.010153601931094618
measurement_1763749948489468_1,trial_16,calibration,water,0.01,10.0,0.009489273854838373,9.489273854838373,22.00623119994998,1763749948.489468,1,5.107261451616271,0.0014092685494359377,15,6,1.9265432335730461,0.9067512805470627,10.228824742182422,0.14052901601010084,0.06784537525023156,1,0.009489273854838373,22.00623119994998,2025-11-21T13:32:06.496840,2025-11-21T13:32:28.489468,0.01,9.489273854838373,10.0,20,15,2.0,1.0,5.0,0.02,0.01,0.0014092685494359377
measurement_1763749969104256_1,trial_17,inherited,water,0.01,10.0,0.00983602274373492,9.83602274373492,20.595820300048217,1763749969.1042562,1,1.639772562650795,0.0019193689852287062,15,6,1.9265432335730461,0.9067512805470627,10.228824742182422,0.14052901601010084,0.06784537525023156,1,0.00983602274373492,20.595820300048217,2025-11-21T13:32:28.505099,2025-11-21T13:32:49.104256,0.01,9.83602274373492,10.0,20,15,2.0,1.0,5.0,0.02,0.01,0.0019193689852287062
measurement_1763749988298656_1,trial_17,inherited,water,0.01,10.0,0.010029422562589162,10.029422562589163,19.193158600013703,1763749988.298656,1,0.29422562589162193,0.0019193689852287062,15,6,1.9265432335730461,0.9067512805470627,10.228824742182422,0.14052901601010084,0.06784537525023156,1,0.010029422562589162,19.193158600013703,2025-11-21T13:32:49.105374,2025-11-21T13:33:08.298656,0.01,10.029422562589163,10.0,20,15,2.0,1.0,5.0,0.02,0.01,0.0019193689852287062
measurement_1763750006688156_1,trial_17,inherited,water,0.01,10.0,0.010100605295190752,10.100605295190752,18.392787899938412,1763750006.6881568,1,1.0060529519075219,0.0019193689852287062,15,6,1.9265432335730461,0.9067512805470627,10.228824742182422,0.14052901601010084,0.06784537525023156,1,0.010100605295190752,18.392787899938412,2025-11-21T13:33:08.298656,2025-11-21T13:33:26.688157,0.01,10.100605295190752,10.0,20,15,2.0,1.0,5.0,0.02,0.01,0.0019193689852287062
